time,latitude,longitude,u10,v10,t2m,d2m,msl,sst,sp,u100,v100,stl1,swvl1,cvh
2025-03-03,34.62,-118.77881818181817,2.49,1.44,265.8,283.88,1055.56,312.42,1122.51,2.79,1.9,296.31,0.25,0.55
2025-03-03,34.87,-116.528,2.42,1.44,289.1,284.09,1002.74,317.15,1071.27,3.13,2.18,273.59,0.24,0.52
2025-03-03,34.62,-119.279,2.69,1.44,301.01,291.7,1023.31,274.01,833.8,3.22,2.1,279.22,0.24,0.5
2025-03-03,34.62,-119.02890909090908,2.49,1.59,286.3,278.74,1021.97,279.65,911.96,3.1,2.03,288.3,0.26,0.54
2025-03-03,34.62,-118.52872727272725,2.51,1.41,293.23,262.49,990.16,287.15,914.53,3.09,2.04,281.36,0.23,0.51
2025-03-03,34.62,-118.27863636363634,2.48,1.5,304.51,292.0,1042.41,320.21,965.08,2.85,1.97,285.27,0.27,0.53
2025-03-03,34.62,-118.02854545454542,2.33,1.44,263.28,283.7,994.53,284.73,993.52,2.91,1.92,297.01,0.24,0.52
2025-03-03,34.62,-117.77845454545451,2.62,1.46,277.64,270.85,1007.5,283.04,1044.78,3.1,2.03,265.6,0.25,0.48
2025-03-03,34.62,-117.5283636363636,2.59,1.63,283.34,288.51,1084.36,287.63,1065.24,2.96,1.82,282.59,0.24,0.53
2025-03-03,34.62,-117.27827272727268,2.31,1.49,283.05,282.65,1016.83,292.74,993.7,3.0,2.08,276.76,0.21,0.49
2025-03-03,34.62,-117.02818181818176,2.65,1.55,264.75,303.83,1078.75,302.61,1048.66,2.99,1.97,291.85,0.27,0.46
2025-03-03,34.87,-116.77809090909085,2.39,1.54,307.36,260.67,1021.83,277.86,1072.48,3.05,2.04,276.6,0.25,0.49
2025-03-03,34.62,-116.77809090909085,2.63,1.45,293.74,289.38,1062.2,276.63,1002.38,3.07,1.96,288.66,0.26,0.51
2025-03-03,34.37,-118.02854545454542,2.58,1.43,262.48,314.76,867.69,307.61,1002.66,2.94,2.12,294.31,0.25,0.47
2025-03-03,34.37,-119.279,2.45,1.4,332.54,283.13,995.51,281.09,1005.2,3.03,1.93,271.82,0.24,0.47
2025-03-03,34.12,-116.77809090909085,2.35,1.55,301.34,298.39,1041.18,310.15,1017.27,3.22,1.96,266.15,0.26,0.54
2025-03-03,34.37,-117.27827272727268,2.53,1.58,303.63,299.43,1049.4,298.94,1060.02,2.98,1.9,292.46,0.25,0.5
2025-03-03,34.37,-117.5283636363636,2.53,1.53,302.46,299.71,1041.71,292.42,1111.44,2.92,1.86,283.34,0.26,0.53
2025-03-03,34.37,-117.77845454545451,2.56,1.45,268.62,282.56,985.42,292.02,969.52,3.06,1.89,256.64,0.25,0.49
2025-03-03,34.37,-119.02890909090908,2.59,1.48,272.44,308.02,1038.57,324.52,987.57,3.15,2.13,303.07,0.26,0.48
2025-03-03,34.37,-118.27863636363634,2.58,1.56,281.19,274.32,951.63,304.0,1012.39,3.19,1.94,271.58,0.27,0.47
2025-03-03,34.37,-118.52872727272725,2.67,1.52,292.35,280.04,1025.2,285.31,1057.97,3.0,1.96,269.24,0.24,0.52
2025-03-03,34.37,-118.77881818181817,2.56,1.47,312.4,274.93,1062.81,288.44,935.0,3.05,2.02,301.47,0.25,0.54
2025-03-03,34.37,-116.77809090909085,2.5,1.57,277.19,275.2,1054.98,282.77,1123.46,2.7,2.19,284.45,0.24,0.48
2025-03-03,34.37,-117.02818181818176,2.36,1.51,321.94,284.24,1033.47,297.39,1055.62,3.19,2.16,281.15,0.26,0.54
2025-03-03,34.12,-118.52872727272725,2.63,1.41,293.92,285.37,1061.39,327.83,1008.22,2.95,1.86,281.93,0.25,0.51
2025-03-03,34.37,-116.528,2.57,1.56,283.8,295.83,1001.57,287.89,954.6,2.87,1.77,269.57,0.27,0.52
2025-03-03,34.12,-119.279,2.35,1.46,266.55,286.71,983.02,282.8,952.81,3.13,1.98,272.97,0.25,0.48
2025-03-03,34.12,-119.02890909090908,2.47,1.37,273.41,292.08,1035.63,273.61,1060.79,3.04,1.9,298.13,0.27,0.5
2025-03-03,34.12,-118.77881818181817,2.36,1.49,275.13,287.52,1011.9,305.42,1045.2,3.02,2.04,311.92,0.24,0.52
2025-03-03,34.12,-118.27863636363634,2.41,1.41,291.27,279.81,990.34,302.83,1040.58,2.8,1.96,270.27,0.25,0.52
2025-03-03,34.12,-118.02854545454542,2.64,1.52,273.33,298.29,1099.68,286.86,1031.38,2.84,1.86,287.67,0.27,0.45
2025-03-03,34.12,-117.77845454545451,2.35,1.64,308.35,271.48,1031.27,294.56,945.89,2.85,2.0,271.41,0.27,0.47
2025-03-03,34.12,-117.5283636363636,2.63,1.51,256.08,299.45,1084.11,305.29,1004.03,3.02,1.91,267.88,0.25,0.52
2025-03-03,34.12,-117.27827272727268,2.51,1.46,295.0,303.99,1087.58,313.41,960.46,2.92,1.96,287.08,0.27,0.46
2025-03-03,34.12,-117.02818181818176,2.57,1.44,312.73,290.07,1136.81,273.81,1037.77,2.56,2.01,270.84,0.24,0.49
2025-03-03,34.12,-116.528,2.68,1.49,290.6,281.69,1045.58,306.52,943.75,3.11,1.96,291.08,0.25,0.5
2025-03-03,34.62,-116.528,2.63,1.51,290.48,272.25,1109.13,263.27,1003.71,3.2,2.11,262.78,0.24,0.52
2025-03-03,33.119,-116.528,2.47,1.49,279.55,276.98,1021.76,324.79,1022.81,2.83,1.86,301.62,0.28,0.53
2025-03-03,33.37,-119.02890909090908,2.38,1.42,280.85,306.98,1126.18,294.75,991.07,2.88,2.0,283.01,0.25,0.47
2025-03-03,33.62,-116.528,2.28,1.4,280.35,263.4,1102.05,286.25,1043.28,2.8,1.81,281.48,0.24,0.52
2025-03-03,33.87,-118.77881818181817,2.43,1.54,309.98,287.49,1133.27,321.99,1018.26,3.18,2.11,285.65,0.26,0.46
2025-03-03,33.87,-118.52872727272725,2.61,1.47,282.47,286.39,1004.91,298.42,1005.07,2.94,2.07,277.08,0.26,0.51
2025-03-03,33.87,-118.27863636363634,2.57,1.47,285.98,298.82,1006.66,268.38,1105.27,3.05,2.01,295.6,0.25,0.53
2025-03-03,33.87,-118.02854545454542,2.4,1.64,294.29,272.59,906.57,303.08,1013.06,2.98,2.22,290.39,0.25,0.52
2025-03-03,33.87,-117.77845454545451,2.4,1.58,289.96,274.69,1050.25,297.3,1046.13,2.74,1.97,282.91,0.25,0.49
2025-03-03,33.87,-117.5283636363636,2.29,1.4,296.53,283.78,1038.7,314.69,1020.43,3.0,2.1,298.05,0.23,0.5
2025-03-03,33.87,-117.02818181818176,2.64,1.52,320.66,263.69,858.57,265.05,997.2,3.07,1.94,259.42,0.26,0.46
2025-03-03,33.87,-116.77809090909085,2.44,1.52,298.7,286.81,957.87,293.7,1053.53,2.86,1.89,278.08,0.26,0.47
2025-03-03,33.87,-116.528,2.54,1.58,298.22,306.36,1043.05,270.24,1032.09,2.73,2.01,299.58,0.25,0.51
2025-03-03,33.87,-117.27827272727268,2.51,1.56,271.24,292.13,1044.16,287.85,955.78,3.1,1.94,280.57,0.25,0.46
2025-03-03,33.62,-119.02890909090908,2.58,1.53,265.89,278.41,992.95,284.21,1022.07,3.14,1.95,279.05,0.27,0.49
2025-03-03,33.62,-118.52872727272725,2.63,1.69,269.18,288.53,877.86,284.43,1083.02,3.13,1.83,284.73,0.25,0.5
2025-03-03,33.62,-116.77809090909085,2.46,1.58,302.06,276.81,968.26,271.12,987.04,2.88,2.02,262.59,0.23,0.48
2025-03-03,33.62,-118.27863636363634,2.29,1.55,280.76,275.0,1031.13,287.63,960.34,2.88,1.88,245.67,0.26,0.48
2025-03-03,33.62,-118.02854545454542,2.51,1.51,291.18,267.37,934.32,282.82,946.13,3.45,2.19,303.92,0.25,0.5
2025-03-03,33.62,-117.77845454545451,2.38,1.51,316.76,250.63,952.57,315.35,984.97,2.87,1.89,283.73,0.25,0.5
2025-03-03,33.62,-117.5283636363636,2.56,1.5,280.39,281.49,1032.37,311.82,1037.37,3.01,1.92,297.28,0.25,0.5
2025-03-03,33.62,-117.27827272727268,2.69,1.41,284.49,290.94,1069.27,291.48,928.87,2.89,1.89,283.3,0.26,0.52
2025-03-03,33.62,-117.02818181818176,2.25,1.51,259.45,281.21,957.24,300.22,994.62,3.19,2.08,285.56,0.25,0.53
2025-03-03,33.62,-118.77881818181817,2.42,1.58,318.74,296.18,1035.75,302.77,994.46,2.9,1.86,281.2,0.24,0.56
2025-03-03,33.62,-119.279,2.35,1.54,287.66,284.87,939.37,305.32,1052.57,3.2,1.91,259.53,0.26,0.5
2025-03-03,33.37,-119.279,2.68,1.51,276.72,256.72,1008.64,277.37,1062.14,3.09,1.96,276.96,0.25,0.5
2025-03-03,33.87,-119.279,2.52,1.46,262.59,276.25,962.65,282.47,956.7,3.14,2.17,298.93,0.24,0.49
2025-03-03,33.37,-118.77881818181817,2.53,1.48,274.94,270.36,941.21,303.8,1073.59,2.85,1.96,291.33,0.22,0.47
2025-03-03,33.37,-118.52872727272725,2.41,1.54,305.55,269.72,1076.75,300.16,979.21,3.01,2.13,285.46,0.23,0.48
2025-03-03,33.37,-118.27863636363634,2.31,1.53,324.46,277.74,1035.13,312.98,938.28,2.94,2.03,298.13,0.26,0.47
2025-03-03,33.37,-118.02854545454542,2.54,1.54,300.33,278.58,935.97,306.66,1007.82,3.12,1.98,255.44,0.26,0.46
2025-03-03,33.37,-117.77845454545451,2.54,1.5,275.01,276.93,951.64,294.1,961.17,3.1,1.94,273.06,0.26,0.53
2025-03-03,33.37,-117.5283636363636,2.51,1.35,296.6,317.82,992.6,312.33,996.11,2.78,2.12,290.62,0.25,0.52
2025-03-03,33.37,-117.27827272727268,2.45,1.42,285.95,296.38,1094.44,279.06,975.15,2.9,1.89,273.23,0.26,0.47
2025-03-03,33.37,-116.77809090909085,2.62,1.33,295.14,299.02,1008.48,284.52,1035.01,2.82,1.98,278.04,0.27,0.5
2025-03-03,33.37,-116.528,2.54,1.52,317.05,278.01,1005.93,294.38,1074.43,2.76,1.86,284.52,0.25,0.47
2025-03-03,33.119,-119.279,2.37,1.47,291.71,283.98,1013.62,274.41,990.58,3.25,1.89,293.48,0.28,0.49
2025-03-03,33.119,-119.02890909090908,2.49,1.49,285.03,274.12,1021.32,283.0,953.11,2.96,1.99,271.18,0.24,0.45
2025-03-03,33.37,-117.02818181818176,2.5,1.5,295.26,296.3,985.15,307.23,1022.79,3.27,1.78,298.56,0.25,0.52
2025-03-03,33.119,-118.52872727272725,2.53,1.5,300.86,301.43,1061.25,312.61,1040.9,2.94,1.95,262.63,0.25,0.48
2025-03-03,33.119,-118.77881818181817,2.49,1.52,305.68,287.44,1073.38,299.35,1053.04,3.2,1.92,264.63,0.25,0.5
2025-03-03,33.119,-116.77809090909085,2.69,1.54,310.3,272.34,1043.97,297.8,1042.5,2.81,1.97,288.12,0.25,0.51
2025-03-03,33.119,-117.02818181818176,2.51,1.56,297.61,274.56,938.41,293.37,1023.85,3.11,1.93,284.48,0.26,0.57
2025-03-03,33.119,-117.27827272727268,2.28,1.48,280.28,284.42,1017.46,291.09,1082.78,3.05,1.94,258.95,0.27,0.5
2025-03-03,33.87,-119.02890909090908,2.51,1.52,285.95,295.21,1008.1,303.9,1014.49,2.94,2.26,290.41,0.25,0.5
2025-03-03,33.119,-117.77845454545451,2.45,1.48,280.43,283.82,966.59,271.19,1008.52,3.08,2.06,260.77,0.25,0.5
2025-03-03,33.119,-118.02854545454542,2.35,1.55,299.1,267.46,1128.87,290.62,1036.96,3.1,2.14,278.42,0.26,0.51
2025-03-03,33.119,-118.27863636363634,2.78,1.49,274.6,296.08,1029.65,286.19,979.89,3.01,1.98,274.18,0.26,0.48
2025-03-03,33.119,-117.5283636363636,2.39,1.58,308.65,291.28,1054.1,300.28,1017.65,3.0,2.17,287.22,0.24,0.54
2025-03-04,34.87,-117.5283636363636,2.39,1.42,303.14,278.83,924.36,272.93,1089.53,3.18,1.87,300.33,0.24,0.52
2025-03-04,34.12,-116.77809090909085,2.4,1.43,321.82,258.22,967.41,299.39,1035.01,2.94,1.98,292.75,0.26,0.52
2025-03-04,34.87,-119.279,2.7,1.38,294.55,281.7,1034.87,298.95,971.27,2.76,2.08,277.71,0.24,0.48
2025-03-04,34.87,-119.02890909090908,2.5,1.31,308.53,294.71,1010.34,304.39,1071.06,2.75,1.96,294.13,0.26,0.47
2025-03-04,34.87,-118.77881818181817,2.42,1.4,300.61,288.37,927.55,276.62,1060.05,3.32,1.89,260.15,0.26,0.51
2025-03-04,34.87,-118.52872727272725,2.65,1.62,274.84,288.44,973.94,272.26,1060.51,2.85,1.97,284.74,0.27,0.53
2025-03-04,34.87,-118.27863636363634,2.36,1.59,281.77,304.15,905.0,278.77,1077.18,3.04,2.01,293.32,0.21,0.48
2025-03-04,34.87,-118.02854545454542,2.32,1.54,280.15,262.03,992.87,296.4,1000.0,3.03,2.05,273.18,0.25,0.54
2025-03-04,34.87,-117.77845454545451,2.53,1.42,261.74,253.19,947.37,319.45,1034.38,3.01,1.92,276.95,0.25,0.52
2025-03-04,34.87,-117.02818181818176,2.61,1.4,280.13,278.05,1019.75,298.31,1043.53,3.02,2.05,241.22,0.25,0.52
2025-03-04,34.12,-117.02818181818176,2.49,1.36,270.95,323.17,1035.03,272.63,1045.88,2.96,2.0,316.56,0.25,0.52
2025-03-04,34.87,-116.77809090909085,2.57,1.49,317.74,277.42,1079.41,300.96,956.06,2.91,1.9,271.97,0.23,0.48
2025-03-04,34.62,-119.279,2.47,1.6,307.32,277.12,935.93,262.97,953.6,3.09,1.88,286.96,0.25,0.48
2025-03-04,34.62,-119.02890909090908,2.41,1.29,279.91,320.52,1095.61,319.88,1001.24,3.39,2.04,274.46,0.24,0.51
2025-03-04,34.62,-118.77881818181817,2.37,1.62,296.76,279.35,1012.16,292.34,970.86,3.04,1.86,287.65,0.25,0.52
2025-03-04,34.62,-118.52872727272725,2.59,1.46,292.52,282.88,1036.35,288.94,1004.94,2.91,2.13,289.82,0.26,0.51
2025-03-04,34.62,-118.27863636363634,2.59,1.53,282.14,264.02,991.66,310.68,957.25,2.97,2.02,282.8,0.25,0.52
2025-03-04,34.62,-118.02854545454542,2.5,1.52,276.33,306.79,961.03,310.08,1054.78,2.72,2.23,282.09,0.24,0.52
2025-03-04,34.62,-117.77845454545451,2.45,1.64,282.29,290.48,974.83,285.51,1052.8,2.88,1.81,293.88,0.25,0.48
2025-03-04,34.62,-117.5283636363636,2.62,1.51,276.18,276.79,975.79,301.83,1020.99,2.95,2.02,307.31,0.23,0.48
2025-03-04,34.87,-117.27827272727268,2.4,1.52,295.8,285.94,1058.98,300.7,952.14,2.88,2.14,283.66,0.26,0.41
2025-03-04,34.62,-117.27827272727268,2.45,1.48,311.52,291.8,1066.2,289.91,1088.92,3.14,1.9,282.79,0.26,0.52
2025-03-04,34.62,-117.02818181818176,2.39,1.53,301.64,303.65,1108.3,308.78,1052.56,3.03,2.03,303.64,0.26,0.49
2025-03-04,34.12,-119.279,2.47,1.53,302.11,288.17,981.57,290.57,917.39,2.9,1.9,275.03,0.25,0.48
2025-03-04,34.62,-116.528,2.47,1.6,287.54,295.37,959.77,297.57,938.79,2.95,1.94,308.61,0.25,0.5
2025-03-04,34.12,-116.528,2.48,1.51,271.83,267.95,923.38,286.69,997.68,2.94,1.96,275.58,0.24,0.48
2025-03-04,34.37,-118.77881818181817,2.5,1.5,272.97,278.21,1023.92,317.57,1074.97,2.93,2.03,303.8,0.24,0.52
2025-03-04,34.37,-118.52872727272725,2.33,1.55,297.2,269.51,1116.37,280.67,984.38,2.82,1.95,300.03,0.25,0.48
2025-03-04,34.37,-118.27863636363634,2.64,1.55,308.64,300.02,1066.52,308.51,998.99,3.06,1.92,275.16,0.25,0.51
2025-03-04,34.37,-118.02854545454542,2.51,1.36,301.14,307.81,1058.54,276.7,891.41,3.07,2.31,271.72,0.24,0.45
2025-03-04,34.37,-117.77845454545451,2.51,1.5,305.92,301.01,896.23,273.84,1048.99,3.01,2.02,289.56,0.24,0.5
2025-03-04,34.37,-117.5283636363636,2.17,1.55,296.66,306.07,1020.47,283.76,1064.71,2.77,1.96,268.57,0.24,0.5
2025-03-04,34.37,-117.27827272727268,2.61,1.49,281.94,286.92,953.7,296.31,1097.13,3.05,1.99,291.34,0.26,0.51
2025-03-04,34.37,-119.279,2.62,1.59,307.79,291.86,1067.49,277.09,1006.79,2.96,2.02,286.5,0.25,0.5
2025-03-04,34.12,-117.27827272727268,2.72,1.51,287.12,294.6,1029.2,285.8,1097.27,3.21,2.0,287.28,0.26,0.53
2025-03-04,34.37,-116.77809090909085,2.61,1.6,305.34,266.85,989.1,314.92,1017.93,2.96,2.14,285.14,0.26,0.53
2025-03-04,34.37,-116.528,2.34,1.35,274.06,275.68,926.93,277.65,1027.26,3.02,1.94,273.68,0.25,0.46
2025-03-04,34.37,-117.02818181818176,2.44,1.56,271.39,289.79,1003.72,317.68,1069.83,2.91,2.02,278.57,0.25,0.52
2025-03-04,34.12,-119.02890909090908,2.35,1.61,292.43,292.01,1077.18,300.02,1086.98,3.01,1.97,294.96,0.25,0.49
2025-03-04,34.12,-118.77881818181817,2.46,1.38,298.67,268.7,1137.38,313.05,994.38,3.06,1.87,284.81,0.25,0.53
2025-03-04,34.12,-118.52872727272725,2.51,1.56,267.51,284.93,1082.16,309.07,1068.06,3.27,2.01,298.48,0.24,0.5
2025-03-04,34.12,-118.27863636363634,2.47,1.57,291.65,297.79,1028.94,278.94,971.59,2.97,1.86,262.37,0.23,0.49
2025-03-04,34.12,-118.02854545454542,2.8,1.6,293.88,281.49,1024.75,303.86,1049.64,3.05,2.0,287.32,0.24,0.5
2025-03-04,34.12,-117.77845454545451,2.41,1.39,299.74,275.94,997.81,291.2,1030.13,3.04,2.08,278.12,0.25,0.52
2025-03-04,34.12,-117.5283636363636,2.65,1.52,277.9,266.58,955.01,300.1,1056.52,2.99,2.07,286.3,0.24,0.47
2025-03-04,34.62,-116.77809090909085,2.29,1.71,292.34,282.06,1092.16,291.3,1020.87,3.09,2.18,274.59,0.24,0.5
2025-03-04,34.87,-116.528,2.44,1.58,292.96,291.22,917.47,299.99,1069.93,2.88,1.94,289.54,0.25,0.51
2025-03-04,34.37,-119.02890909090908,2.41,1.5,280.29,267.34,989.55,298.31,1056.97,3.12,2.08,286.98,0.27,0.52
2025-03-04,33.119,-116.77809090909085,2.66,1.63,308.68,298.73,996.71,316.08,1034.14,2.94,2.12,275.38,0.25,0.49
2025-03-04,33.37,-118.77881818181817,2.38,1.5,299.44,276.71,992.0,304.78,1080.32,2.89,1.9,277.55,0.26,0.51
2025-03-04,33.87,-118.77881818181817,2.64,1.59,273.56,284.47,1006.95,313.41,1082.56,3.01,2.02,286.82,0.25,0.52
2025-03-04,33.87,-118.52872727272725,2.5,1.44,267.3,283.15,969.59,284.88,999.74,2.83,1.98,255.13,0.26,0.52
2025-03-04,33.87,-118.27863636363634,2.6,1.44,310.17,275.36,944.36,283.65,1028.6,2.94,2.02,288.84,0.27,0.52
2025-03-04,33.87,-118.02854545454542,2.43,1.49,291.11,291.77,1064.63,324.7,1090.45,3.11,2.07,284.76,0.27,0.5
2025-03-04,33.87,-117.77845454545451,2.48,1.54,300.43,305.45,1082.24,303.38,1015.64,3.1,2.14,281.4,0.23,0.51
2025-03-04,33.87,-117.5283636363636,2.41,1.49,297.18,274.6,1072.72,326.27,953.53,2.91,1.9,291.89,0.25,0.54
2025-03-04,33.87,-117.27827272727268,2.6,1.43,285.7,280.76,1042.52,303.02,1011.19,3.15,1.97,279.88,0.26,0.49
2025-03-04,33.87,-117.02818181818176,2.55,1.53,266.55,285.95,1005.33,304.81,1062.69,2.85,1.98,275.83,0.25,0.53
2025-03-04,33.87,-119.02890909090908,2.6,1.4,270.04,298.26,1048.63,286.47,998.05,3.27,2.03,285.66,0.25,0.5
2025-03-04,33.62,-116.77809090909085,2.33,1.48,304.44,273.7,981.79,262.88,1046.57,2.93,2.07,282.34,0.23,0.52
2025-03-04,33.62,-119.279,2.63,1.61,263.8,273.09,1018.14,317.74,1085.28,3.29,1.99,279.22,0.27,0.53
2025-03-04,33.62,-118.52872727272725,2.73,1.43,306.63,255.93,1015.27,323.73,1042.03,2.93,1.99,284.52,0.24,0.5
2025-03-04,33.62,-118.27863636363634,2.29,1.51,324.26,271.03,1040.92,294.22,1059.02,3.13,1.98,284.59,0.24,0.5
2025-03-04,33.62,-118.02854545454542,2.55,1.55,293.45,290.13,1014.32,290.55,983.23,2.79,2.02,273.4,0.26,0.47
2025-03-04,33.62,-117.77845454545451,2.31,1.53,295.04,270.05,1042.81,275.65,1033.74,2.92,2.1,270.78,0.27,0.45
2025-03-04,33.62,-117.5283636363636,2.41,1.57,296.58,317.09,1008.41,276.83,1020.95,3.01,2.23,275.78,0.24,0.53
2025-03-04,33.62,-117.27827272727268,2.26,1.31,295.28,296.3,970.21,296.41,972.75,2.99,1.8,301.97,0.24,0.51
2025-03-04,33.62,-117.02818181818176,2.13,1.44,287.59,283.9,1019.75,289.71,1012.08,2.86,2.04,284.64,0.27,0.47
2025-03-04,33.62,-119.02890909090908,2.56,1.59,307.42,274.85,993.51,293.5,1019.57,2.81,2.13,288.65,0.25,0.53
2025-03-04,33.37,-119.279,2.52,1.4,303.78,286.42,930.2,287.73,1014.99,2.94,2.13,274.86,0.25,0.5
2025-03-04,33.62,-118.77881818181817,2.51,1.56,296.21,306.32,1058.31,303.99,1014.07,3.09,1.83,284.51,0.26,0.52
2025-03-04,33.87,-116.528,2.7,1.59,290.33,280.21,981.35,286.49,1015.18,2.97,1.96,288.72,0.26,0.5
2025-03-04,33.87,-116.77809090909085,2.64,1.5,299.17,287.66,1064.65,296.37,1068.46,2.99,1.88,270.42,0.23,0.49
2025-03-04,33.37,-116.77809090909085,2.37,1.57,286.49,285.89,1011.64,305.53,1040.35,3.04,2.15,276.13,0.24,0.51
2025-03-04,33.62,-116.528,2.73,1.48,274.72,271.59,1010.29,316.32,1058.5,2.95,1.96,271.72,0.24,0.48
2025-03-04,33.37,-118.27863636363634,2.51,1.43,280.64,287.7,1042.34,313.37,1032.79,3.25,1.93,290.11,0.25,0.5
2025-03-04,33.37,-118.02854545454542,2.41,1.49,276.14,253.54,941.95,301.11,968.11,3.18,1.99,268.33,0.24,0.48
2025-03-04,33.37,-117.77845454545451,2.37,1.57,281.44,296.69,1078.21,306.34,932.22,2.85,2.09,307.33,0.26,0.51
2025-03-04,33.37,-117.5283636363636,2.5,1.56,274.57,298.13,978.61,266.95,1017.48,2.87,1.83,284.13,0.25,0.5
2025-03-04,33.37,-117.27827272727268,2.52,1.45,282.62,282.14,965.08,304.2,978.62,2.9,1.99,280.08,0.23,0.5
2025-03-04,33.37,-117.02818181818176,2.47,1.48,276.78,268.91,1007.83,259.88,1073.53,3.12,1.9,279.42,0.26,0.5
2025-03-04,33.119,-116.528,2.53,1.47,320.71,299.48,1102.02,303.52,1058.02,2.96,1.88,306.02,0.25,0.53
2025-03-04,33.37,-116.528,2.4,1.5,286.81,287.8,1075.28,300.01,990.85,3.01,1.98,288.0,0.24,0.51
2025-03-04,33.119,-119.279,2.48,1.59,270.17,304.02,943.37,297.59,1031.07,3.16,1.92,276.03,0.25,0.47
2025-03-04,33.119,-119.02890909090908,2.58,1.5,254.83,296.2,1053.01,295.44,1052.29,2.98,1.91,285.47,0.26,0.47
2025-03-04,33.37,-118.52872727272725,2.5,1.32,266.97,281.23,1058.26,317.07,1004.22,3.1,2.17,280.64,0.26,0.52
2025-03-04,33.37,-119.02890909090908,2.59,1.56,301.62,260.12,1025.19,294.84,1024.81,3.05,2.04,269.3,0.27,0.46
2025-03-04,33.119,-118.52872727272725,2.32,1.57,276.72,277.36,988.78,298.98,910.85,3.05,1.9,271.09,0.25,0.52
2025-03-04,33.119,-118.27863636363634,2.51,1.41,301.29,295.04,1055.78,297.81,1061.96,3.13,1.91,256.69,0.25,0.5
2025-03-04,33.119,-118.02854545454542,2.49,1.61,305.52,290.16,914.35,282.33,987.14,3.04,1.76,288.67,0.25,0.53
2025-03-04,33.119,-117.77845454545451,2.38,1.5,311.32,245.46,962.54,311.23,1020.43,3.15,2.02,290.51,0.24,0.5
2025-03-04,33.119,-117.5283636363636,2.57,1.52,275.6,277.29,1126.09,317.52,1064.95,2.92,2.07,274.49,0.26,0.49
2025-03-04,33.119,-117.27827272727268,2.36,1.52,286.5,283.86,1080.98,284.19,1003.63,2.82,2.1,295.03,0.24,0.51
2025-03-04,33.119,-117.02818181818176,2.5,1.62,288.35,302.04,986.37,304.81,911.84,3.01,2.07,258.97,0.26,0.48
2025-03-04,33.87,-119.279,2.73,1.45,292.71,265.97,1009.58,305.67,974.44,2.86,2.15,276.22,0.25,0.53
2025-03-04,33.119,-118.77881818181817,2.52,1.57,308.59,258.45,1048.2,303.69,1064.26,2.83,1.98,281.54,0.28,0.51
2025-03-05,34.87,-117.77845454545451,2.56,1.44,305.81,292.24,999.41,302.67,992.64,2.87,2.02,283.54,0.26,0.52
2025-03-05,34.87,-118.02854545454542,2.62,1.42,299.16,272.78,978.52,282.15,1064.18,3.14,1.83,276.85,0.23,0.52
2025-03-05,34.87,-118.27863636363634,2.45,1.54,320.21,291.4,997.26,315.07,1008.54,2.99,1.95,273.56,0.24,0.5
2025-03-05,34.62,-117.02818181818176,2.72,1.61,292.2,248.94,985.89,296.38,1058.94,2.86,1.93,287.65,0.24,0.52
2025-03-05,34.87,-118.77881818181817,2.54,1.49,302.5,291.29,1027.35,269.9,1080.88,2.98,2.06,286.69,0.27,0.45
2025-03-05,34.87,-119.02890909090908,2.52,1.46,292.7,285.69,956.55,318.6,1048.18,2.89,2.0,290.62,0.25,0.47
2025-03-05,34.87,-119.279,2.73,1.53,286.52,282.26,974.38,295.13,1056.79,2.81,2.03,312.11,0.26,0.51
2025-03-05,34.87,-117.5283636363636,2.24,1.6,259.21,295.32,1095.69,269.98,1033.3,3.28,2.0,289.2,0.26,0.44
2025-03-05,34.87,-118.52872727272725,2.39,1.6,272.91,269.22,1036.2,290.35,1026.84,2.96,2.14,294.12,0.26,0.48
2025-03-05,34.87,-117.27827272727268,2.48,1.42,289.58,319.19,1015.53,306.14,1065.04,2.79,2.14,304.58,0.29,0.54
2025-03-05,34.62,-118.77881818181817,2.37,1.55,287.02,256.06,1030.16,283.43,1083.87,2.93,2.02,306.67,0.25,0.53
2025-03-05,34.87,-116.77809090909085,2.61,1.42,279.82,276.11,1114.84,305.09,1038.16,2.94,1.93,305.11,0.26,0.46
2025-03-05,34.87,-116.528,2.35,1.56,303.03,296.28,962.64,291.81,1023.2,2.97,2.16,315.97,0.24,0.49
2025-03-05,34.62,-119.279,2.33,1.49,307.48,270.56,954.93,275.12,1012.11,2.83,1.98,290.29,0.23,0.51
2025-03-05,34.62,-119.02890909090908,2.68,1.52,272.2,274.04,1081.17,282.41,1002.64,3.09,2.0,263.44,0.27,0.47
2025-03-05,34.62,-118.52872727272725,2.5,1.6,295.4,286.43,1021.61,325.66,982.07,2.73,1.97,299.8,0.25,0.47
2025-03-05,34.62,-118.27863636363634,2.33,1.38,300.07,279.61,1050.83,285.68,1097.92,3.13,2.14,304.8,0.26,0.49
2025-03-05,34.62,-118.02854545454542,2.58,1.43,268.27,295.33,1040.87,302.96,992.14,2.85,1.94,281.17,0.26,0.48
2025-03-05,34.62,-117.77845454545451,2.75,1.54,262.59,277.68,1002.68,300.38,1032.68,3.1,1.83,292.97,0.24,0.48
2025-03-05,34.62,-117.5283636363636,2.48,1.48,289.17,277.92,1111.9,299.04,958.85,2.9,1.85,296.08,0.26,0.51
2025-03-05,34.87,-117.02818181818176,2.42,1.51,287.97,284.72,1016.46,276.51,1090.72,2.95,1.75,246.83,0.23,0.47
